age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
61,retired,married,high.school,no,no,no,telephone,October,Tue,515,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
22,student,single,basic.6y,no,yes,no,cellular,October,Tue,89,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
22,student,single,basic.6y,no,yes,no,cellular,October,Tue,88,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
30,technician,married,professional.course,no,yes,no,telephone,October,Tue,521,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
32,admin.,single,university.degree,no,yes,no,telephone,October,Tue,376,1,failure,-3.4,92.431,-26.9,0.728,5017.5,False
39,admin.,married,professional.course,no,no,no,telephone,October,Tue,219,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
63,technician,married,professional.course,no,yes,no,cellular,October,Tue,298,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,True
63,technician,married,professional.course,no,no,no,cellular,October,Tue,259,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
81,retired,married,university.degree,unknown,yes,yes,cellular,October,Tue,327,2,success,-3.4,92.431,-26.9,0.728,5017.5,False
65,housemaid,married,basic.4y,no,yes,no,cellular,October,Tue,253,2,failure,-3.4,92.431,-26.9,0.728,5017.5,False
44,technician,married,unknown,no,no,yes,cellular,October,Tue,139,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
31,management,married,university.degree,no,yes,no,cellular,October,Tue,255,3,success,-3.4,92.431,-26.9,0.728,5017.5,True
68,retired,divorced,professional.course,no,yes,no,cellular,October,Tue,418,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,True
46,blue-collar,married,basic.9y,no,yes,no,cellular,October,Tue,65,1,failure,-3.4,92.431,-26.9,0.728,5017.5,False
33,services,single,high.school,no,yes,no,cellular,October,Tue,189,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,False
26,management,single,university.degree,no,yes,no,cellular,October,Tue,114,1,success,-3.4,92.431,-26.9,0.728,5017.5,False
28,admin.,single,high.school,no,yes,no,cellular,October,Tue,83,2,failure,-3.4,92.431,-26.9,0.728,5017.5,False
71,retired,married,basic.4y,no,no,no,cellular,October,Tue,353,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,True
21,student,single,high.school,no,no,no,cellular,October,Tue,113,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,True
32,technician,single,university.degree,no,yes,no,cellular,October,Tue,149,1,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,True
75,retired,married,basic.4y,no,no,no,cellular,October,Wed,113,2,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
81,housemaid,married,basic.4y,no,yes,no,cellular,October,Wed,246,2,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
60,management,married,professional.course,no,yes,no,cellular,October,Wed,219,2,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
61,blue-collar,married,high.school,no,no,no,cellular,October,Wed,108,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
63,retired,married,high.school,no,yes,no,cellular,October,Wed,96,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,True
46,admin.,married,high.school,no,yes,no,cellular,October,Wed,143,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
46,admin.,married,high.school,no,yes,yes,telephone,October,Wed,149,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
35,admin.,married,university.degree,no,yes,no,cellular,October,Wed,300,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
40,admin.,married,high.school,no,yes,yes,cellular,October,Wed,73,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
35,management,married,university.degree,no,yes,no,cellular,October,Wed,1118,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
62,retired,married,high.school,no,no,no,cellular,October,Wed,210,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
45,admin.,married,high.school,no,yes,no,cellular,October,Wed,1092,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
58,unemployed,divorced,basic.9y,no,yes,no,telephone,October,Wed,509,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,True
61,blue-collar,married,high.school,no,no,no,cellular,October,Wed,190,1,success,-3.4,92.431,-26.9,0.724,5017.5,False
32,admin.,single,university.degree,no,no,no,cellular,October,Wed,371,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,True
34,unknown,single,university.degree,no,yes,no,telephone,October,Wed,182,2,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
24,technician,single,university.degree,no,no,no,cellular,October,Wed,197,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
30,admin.,married,university.degree,no,yes,no,cellular,October,Wed,133,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
40,management,married,university.degree,no,yes,no,telephone,October,Wed,172,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
73,retired,married,basic.4y,no,yes,no,telephone,October,Wed,185,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
34,unknown,single,university.degree,no,no,no,telephone,October,Wed,85,1,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,False
40,admin.,married,high.school,no,no,no,cellular,October,Wed,524,3,failure,-3.4,92.431,-26.9,0.724,5017.5,True
62,retired,married,high.school,no,no,no,cellular,October,Wed,207,1,success,-3.4,92.431,-26.9,0.724,5017.5,True
54,retired,married,basic.4y,no,no,yes,cellular,October,Thu,164,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
24,student,single,high.school,no,yes,no,cellular,October,Thu,423,3,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
23,technician,married,professional.course,no,yes,yes,cellular,October,Thu,408,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
36,admin.,married,university.degree,no,no,no,cellular,October,Thu,343,2,failure,-3.4,92.431,-26.9,0.722,5017.5,False
31,admin.,married,high.school,no,yes,no,cellular,October,Thu,269,2,failure,-3.4,92.431,-26.9,0.722,5017.5,False
61,technician,married,professional.course,no,no,no,cellular,October,Thu,76,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
55,retired,married,basic.4y,no,yes,no,cellular,October,Thu,139,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
33,admin.,single,university.degree,no,no,no,cellular,October,Thu,410,1,failure,-3.4,92.431,-26.9,0.722,5017.5,True
80,retired,divorced,high.school,no,yes,no,cellular,October,Thu,169,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
75,retired,divorced,basic.4y,no,no,no,cellular,October,Thu,247,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
31,entrepreneur,unknown,university.degree,no,no,no,cellular,October,Thu,164,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
31,admin.,married,high.school,no,no,no,cellular,October,Thu,142,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
53,admin.,divorced,high.school,no,no,no,cellular,October,Thu,209,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
58,retired,divorced,high.school,no,yes,no,cellular,October,Thu,76,4,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
30,technician,married,professional.course,no,yes,yes,cellular,October,Thu,1707,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
28,admin.,single,university.degree,no,no,no,cellular,October,Thu,72,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
72,retired,married,basic.6y,no,yes,yes,cellular,October,Thu,189,3,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
82,retired,single,basic.4y,no,yes,no,cellular,October,Thu,251,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
34,admin.,married,university.degree,no,no,no,cellular,October,Thu,401,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
69,retired,married,professional.course,no,no,yes,cellular,October,Thu,103,1,failure,-3.4,92.431,-26.9,0.722,5017.5,False
32,self-employed,married,university.degree,no,yes,yes,cellular,October,Thu,679,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
67,admin.,married,basic.4y,unknown,no,no,cellular,October,Thu,299,2,success,-3.4,92.431,-26.9,0.722,5017.5,True
48,technician,married,high.school,no,no,no,cellular,October,Thu,264,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
60,retired,divorced,basic.4y,no,yes,no,cellular,October,Thu,262,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
61,technician,married,professional.course,no,no,no,cellular,October,Thu,106,2,failure,-3.4,92.431,-26.9,0.722,5017.5,True
48,technician,married,high.school,no,yes,no,cellular,October,Thu,215,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
48,technician,married,high.school,no,no,yes,cellular,October,Thu,288,3,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
67,retired,married,unknown,no,no,no,cellular,October,Thu,140,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
36,technician,married,university.degree,no,yes,yes,cellular,October,Thu,68,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
69,retired,married,basic.4y,no,yes,no,cellular,October,Thu,124,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
34,technician,single,university.degree,no,no,no,cellular,October,Thu,136,1,failure,-3.4,92.431,-26.9,0.722,5017.5,True
32,admin.,single,university.degree,no,yes,no,telephone,October,Thu,220,3,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
51,blue-collar,married,basic.9y,no,yes,no,cellular,October,Thu,746,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
54,retired,married,basic.4y,no,no,no,cellular,October,Thu,377,1,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,True
55,retired,married,basic.4y,no,no,no,cellular,October,Thu,250,1,failure,-3.4,92.431,-26.9,0.722,5017.5,False
55,retired,married,high.school,no,yes,no,cellular,October,Thu,424,2,success,-3.4,92.431,-26.9,0.722,5017.5,True
61,technician,married,professional.course,no,no,no,cellular,October,Thu,174,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
82,retired,single,basic.4y,no,yes,no,cellular,October,Thu,185,2,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,False
60,technician,married,basic.4y,no,yes,no,cellular,October,Thu,133,6,failure,-3.4,92.431,-26.9,0.722,5017.5,False
31,entrepreneur,unknown,university.degree,no,yes,no,telephone,October,Thu,157,4,failure,-3.4,92.431,-26.9,0.722,5017.5,False
78,retired,divorced,basic.6y,no,no,no,cellular,October,Fri,631,2,failure,-3.4,92.431,-26.9,0.72,5017.5,False
27,admin.,single,university.degree,no,yes,yes,telephone,October,Fri,70,3,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
78,retired,divorced,basic.6y,no,no,no,cellular,October,Fri,212,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
65,retired,married,basic.4y,no,no,no,cellular,October,Fri,176,5,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
26,student,single,high.school,no,no,no,cellular,October,Fri,373,3,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
37,admin.,single,university.degree,no,yes,no,telephone,October,Fri,62,3,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
24,blue-collar,married,basic.9y,no,yes,no,cellular,October,Fri,160,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
72,retired,married,basic.4y,no,no,no,cellular,October,Fri,155,1,success,-3.4,92.431,-26.9,0.72,5017.5,False
60,retired,married,basic.4y,unknown,yes,no,cellular,October,Fri,59,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
39,technician,single,university.degree,unknown,no,yes,cellular,October,Fri,125,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
39,technician,single,university.degree,unknown,yes,no,cellular,October,Fri,217,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
34,technician,single,university.degree,no,no,no,cellular,October,Fri,144,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
36,self-employed,single,university.degree,no,no,no,cellular,October,Fri,480,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
37,admin.,single,university.degree,no,yes,no,cellular,October,Fri,183,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
59,technician,married,basic.9y,no,no,no,cellular,October,Fri,445,1,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
25,student,single,high.school,no,no,no,cellular,October,Fri,294,1,failure,-3.4,92.431,-26.9,0.72,5017.5,True
69,retired,married,basic.4y,no,yes,yes,cellular,October,Fri,257,3,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
18,student,single,basic.6y,no,no,yes,cellular,October,Fri,368,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
59,retired,divorced,basic.4y,no,yes,no,telephone,October,Fri,152,4,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
37,admin.,single,university.degree,no,no,no,cellular,October,Fri,416,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,True
78,retired,divorced,basic.6y,no,no,no,telephone,October,Fri,177,2,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,False
23,student,single,high.school,no,no,no,telephone,November,Mon,105,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
41,admin.,single,high.school,no,no,no,cellular,November,Mon,131,2,failure,-3.4,92.649,-30.1,0.722,5017.5,False
34,admin.,single,high.school,no,yes,no,cellular,November,Mon,121,2,failure,-3.4,92.649,-30.1,0.722,5017.5,True
37,admin.,married,high.school,no,yes,no,cellular,November,Mon,101,3,success,-3.4,92.649,-30.1,0.722,5017.5,False
37,admin.,divorced,high.school,no,no,no,cellular,November,Mon,131,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
36,self-employed,single,university.degree,no,yes,no,cellular,November,Mon,69,4,failure,-3.4,92.649,-30.1,0.722,5017.5,False
50,admin.,married,university.degree,no,yes,no,cellular,November,Mon,91,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
35,management,single,university.degree,no,no,yes,cellular,November,Mon,75,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
21,student,single,basic.9y,no,no,no,cellular,November,Mon,59,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
34,technician,married,professional.course,no,yes,no,cellular,November,Mon,53,2,failure,-3.4,92.649,-30.1,0.722,5017.5,False
60,housemaid,married,university.degree,no,yes,no,cellular,November,Mon,66,3,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
30,admin.,single,university.degree,no,no,no,cellular,November,Mon,106,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,True
37,admin.,married,high.school,no,no,no,cellular,November,Mon,235,4,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
55,admin.,married,basic.9y,no,no,no,cellular,November,Mon,154,3,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
37,self-employed,married,professional.course,no,yes,yes,cellular,November,Mon,1024,1,success,-3.4,92.649,-30.1,0.722,5017.5,True
64,housemaid,married,basic.4y,no,yes,no,cellular,November,Mon,173,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
37,blue-collar,single,high.school,no,yes,no,cellular,November,Mon,128,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
37,admin.,married,high.school,no,yes,no,telephone,November,Mon,459,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
37,admin.,married,high.school,no,yes,yes,cellular,November,Mon,272,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
50,admin.,married,university.degree,no,yes,no,cellular,November,Mon,204,1,success,-3.4,92.649,-30.1,0.722,5017.5,False
47,technician,divorced,high.school,no,yes,no,cellular,November,Mon,182,1,failure,-3.4,92.649,-30.1,0.722,5017.5,True
32,admin.,married,university.degree,no,yes,yes,cellular,November,Mon,144,1,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
32,admin.,single,university.degree,no,unknown,unknown,telephone,November,Mon,143,3,success,-3.4,92.649,-30.1,0.722,5017.5,False
37,admin.,divorced,high.school,no,yes,yes,telephone,November,Mon,227,5,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
30,admin.,single,university.degree,no,yes,no,cellular,November,Mon,109,1,success,-3.4,92.649,-30.1,0.722,5017.5,False
24,student,single,professional.course,no,no,no,cellular,November,Mon,180,2,failure,-3.4,92.649,-30.1,0.722,5017.5,False
50,admin.,married,high.school,no,no,no,telephone,November,Mon,117,5,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
45,blue-collar,married,high.school,no,yes,no,cellular,November,Mon,162,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,True
34,admin.,single,high.school,no,yes,no,cellular,November,Mon,725,2,failure,-3.4,92.649,-30.1,0.722,5017.5,False
33,admin.,married,university.degree,no,yes,no,telephone,November,Mon,83,4,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
32,admin.,single,university.degree,no,no,no,cellular,November,Mon,85,2,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
34,technician,married,professional.course,no,yes,no,telephone,November,Mon,179,5,failure,-3.4,92.649,-30.1,0.722,5017.5,False
52,management,married,basic.6y,no,no,no,cellular,November,Mon,209,2,failure,-3.4,92.649,-30.1,0.722,5017.5,True
37,admin.,married,high.school,no,no,yes,cellular,November,Mon,46,3,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,False
71,retired,married,professional.course,no,yes,no,cellular,November,Tue,102,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
52,admin.,divorced,university.degree,no,yes,no,cellular,November,Tue,551,1,failure,-3.4,92.649,-30.1,0.72,5017.5,False
56,admin.,divorced,high.school,no,no,no,cellular,November,Tue,786,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,False
67,self-employed,married,university.degree,no,yes,no,cellular,November,Tue,68,4,failure,-3.4,92.649,-30.1,0.72,5017.5,False
40,admin.,divorced,university.degree,no,no,no,cellular,November,Tue,88,2,failure,-3.4,92.649,-30.1,0.72,5017.5,False
56,management,married,university.degree,no,unknown,unknown,cellular,November,Tue,289,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
32,admin.,single,high.school,no,no,no,cellular,November,Tue,1233,1,failure,-3.4,92.649,-30.1,0.72,5017.5,True
36,admin.,single,university.degree,no,no,yes,cellular,November,Tue,187,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
79,retired,married,basic.4y,no,no,yes,cellular,November,Tue,149,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
56,housemaid,divorced,professional.course,no,yes,no,cellular,November,Tue,566,1,failure,-3.4,92.649,-30.1,0.72,5017.5,True
27,unemployed,married,high.school,no,no,yes,cellular,November,Tue,222,3,failure,-3.4,92.649,-30.1,0.72,5017.5,False
30,unemployed,single,basic.9y,no,yes,no,cellular,November,Tue,537,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
27,blue-collar,single,basic.9y,no,no,no,cellular,November,Tue,217,1,failure,-3.4,92.649,-30.1,0.72,5017.5,True
47,admin.,single,university.degree,no,no,no,cellular,November,Tue,193,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,False
47,admin.,divorced,university.degree,no,no,no,cellular,November,Tue,181,4,success,-3.4,92.649,-30.1,0.72,5017.5,True
54,admin.,married,university.degree,no,yes,yes,cellular,November,Tue,215,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
22,technician,single,professional.course,no,yes,no,cellular,November,Tue,358,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
28,self-employed,married,professional.course,no,yes,no,cellular,November,Tue,179,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
32,admin.,married,high.school,no,yes,no,cellular,November,Tue,322,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
30,admin.,single,university.degree,no,yes,no,cellular,November,Tue,402,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,False
54,technician,married,basic.9y,no,no,no,cellular,November,Tue,284,2,failure,-3.4,92.649,-30.1,0.72,5017.5,True
71,retired,married,professional.course,no,yes,yes,telephone,November,Tue,383,1,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,True
37,entrepreneur,divorced,high.school,no,yes,yes,cellular,November,Wed,258,2,failure,-3.4,92.649,-30.1,0.719,5017.5,False
37,entrepreneur,divorced,high.school,no,no,no,cellular,November,Wed,90,2,failure,-3.4,92.649,-30.1,0.719,5017.5,False
37,entrepreneur,divorced,high.school,no,no,no,cellular,November,Wed,116,4,failure,-3.4,92.649,-30.1,0.719,5017.5,False
37,entrepreneur,divorced,high.school,no,no,no,cellular,November,Wed,298,2,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
58,management,married,basic.4y,no,yes,no,cellular,November,Wed,70,5,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
54,blue-collar,married,basic.9y,no,no,no,cellular,November,Wed,138,1,failure,-3.4,92.649,-30.1,0.719,5017.5,False
54,blue-collar,married,basic.9y,no,yes,yes,cellular,November,Wed,101,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
29,admin.,married,high.school,no,yes,no,cellular,November,Wed,85,1,failure,-3.4,92.649,-30.1,0.719,5017.5,False
28,admin.,married,high.school,no,yes,no,cellular,November,Wed,158,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
26,technician,single,professional.course,no,no,yes,cellular,November,Wed,358,1,failure,-3.4,92.649,-30.1,0.719,5017.5,True
29,management,married,university.degree,no,yes,no,cellular,November,Wed,199,1,success,-3.4,92.649,-30.1,0.719,5017.5,False
26,admin.,married,high.school,no,no,yes,cellular,November,Wed,112,1,failure,-3.4,92.649,-30.1,0.719,5017.5,False
56,retired,married,university.degree,no,yes,no,cellular,November,Wed,156,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
51,technician,married,professional.course,no,no,no,cellular,November,Wed,272,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
62,admin.,divorced,university.degree,no,yes,no,cellular,November,Wed,572,1,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
58,management,married,basic.4y,no,no,no,cellular,November,Wed,88,2,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,False
29,technician,single,professional.course,no,unknown,unknown,cellular,November,Wed,257,2,failure,-3.4,92.649,-30.1,0.719,5017.5,False
32,blue-collar,married,basic.4y,no,no,no,cellular,November,Thu,96,3,failure,-3.4,92.649,-30.1,0.716,5017.5,False
32,admin.,married,high.school,no,yes,no,telephone,November,Thu,143,3,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,False
73,retired,married,university.degree,no,no,yes,cellular,November,Thu,749,7,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,True
32,blue-collar,married,basic.4y,no,yes,no,telephone,November,Thu,111,8,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,False
34,admin.,single,university.degree,no,no,no,cellular,November,Thu,509,2,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,False
69,retired,married,basic.6y,no,yes,no,cellular,November,Thu,355,3,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,True
34,unemployed,single,university.degree,no,no,no,cellular,November,Fri,464,5,failure,-3.4,92.649,-30.1,0.716,5017.5,True
37,admin.,married,high.school,no,yes,no,telephone,November,Fri,136,1,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,False
54,admin.,married,high.school,no,yes,no,cellular,November,Fri,402,1,success,-3.4,92.649,-30.1,0.716,5017.5,True
34,technician,married,university.degree,no,yes,no,cellular,November,Fri,312,1,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,False
34,technician,married,basic.9y,no,yes,no,cellular,November,Fri,126,2,failure,-3.4,92.649,-30.1,0.716,5017.5,False
54,admin.,married,university.degree,no,yes,no,cellular,November,Fri,455,2,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,True
53,management,divorced,university.degree,no,no,yes,cellular,November,Fri,368,2,success,-3.4,92.649,-30.1,0.716,5017.5,True
56,technician,divorced,university.degree,no,no,no,cellular,November,Fri,178,2,success,-3.4,92.649,-30.1,0.716,5017.5,True
69,retired,married,high.school,no,no,no,cellular,November,Mon,178,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
26,admin.,single,high.school,no,yes,no,cellular,November,Mon,262,1,success,-3.4,92.649,-30.1,0.715,5017.5,True
26,admin.,single,high.school,no,unknown,unknown,cellular,November,Mon,347,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
27,student,single,university.degree,no,no,yes,cellular,November,Mon,118,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
57,admin.,married,high.school,no,yes,no,cellular,November,Mon,169,1,success,-3.4,92.649,-30.1,0.715,5017.5,True
25,admin.,single,university.degree,no,no,yes,cellular,November,Mon,165,1,success,-3.4,92.649,-30.1,0.715,5017.5,True
24,unemployed,married,high.school,no,yes,no,cellular,November,Mon,98,1,failure,-3.4,92.649,-30.1,0.715,5017.5,True
29,housemaid,single,university.degree,no,no,yes,telephone,November,Mon,201,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
22,student,single,professional.course,no,no,no,cellular,November,Mon,113,3,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
81,unknown,divorced,unknown,unknown,yes,no,cellular,November,Mon,161,1,failure,-3.4,92.649,-30.1,0.715,5017.5,True
41,management,married,university.degree,no,no,no,cellular,November,Mon,696,2,failure,-3.4,92.649,-30.1,0.715,5017.5,True
26,admin.,single,high.school,no,no,no,cellular,November,Mon,371,2,failure,-3.4,92.649,-30.1,0.715,5017.5,False
81,unknown,divorced,unknown,unknown,yes,no,cellular,November,Mon,263,1,failure,-3.4,92.649,-30.1,0.715,5017.5,True
30,blue-collar,single,unknown,no,yes,no,telephone,November,Mon,235,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,False
29,housemaid,single,university.degree,no,no,no,cellular,November,Mon,257,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,False
76,retired,single,basic.4y,no,no,no,cellular,November,Mon,347,4,success,-3.4,92.649,-30.1,0.715,5017.5,True
32,admin.,married,university.degree,no,no,no,cellular,November,Mon,178,2,failure,-3.4,92.649,-30.1,0.715,5017.5,False
38,admin.,married,university.degree,no,no,no,cellular,November,Tue,182,2,success,-3.4,92.649,-30.1,0.715,5017.5,True
27,blue-collar,single,high.school,no,no,no,cellular,November,Tue,775,2,failure,-3.4,92.649,-30.1,0.715,5017.5,True
71,housemaid,married,basic.4y,no,yes,no,cellular,November,Tue,193,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
28,admin.,married,high.school,no,no,no,cellular,November,Tue,406,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
34,technician,married,professional.course,no,yes,no,cellular,November,Tue,336,4,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,True
61,management,married,university.degree,no,yes,no,cellular,November,Tue,147,1,success,-3.4,92.649,-30.1,0.715,5017.5,True
61,management,married,university.degree,no,yes,no,cellular,November,Tue,195,1,success,-3.4,92.649,-30.1,0.715,5017.5,True
41,admin.,married,university.degree,no,no,no,telephone,November,Tue,234,2,success,-3.4,92.649,-30.1,0.715,5017.5,True
57,technician,married,professional.course,no,no,no,cellular,November,Tue,564,1,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,False
71,retired,married,basic.4y,no,no,no,cellular,November,Tue,71,2,failure,-3.4,92.649,-30.1,0.715,5017.5,False
33,admin.,married,university.degree,no,yes,no,cellular,November,Tue,318,2,success,-3.4,92.649,-30.1,0.715,5017.5,True
